author,updated_at,like_count,text,public,tokens,tokens_without_slang,text_fin,sentiment
@indrisantidwiyanti1988,2023-12-22T16:16:28Z,0,bismillah nomor ✌🏻,True,"['bismillah', 'nomor', '✌', '🏻']","['bismillah', 'nomor', '✌', '🏻']",bismillah nomor ✌ 🏻,positive
@QueenKevin-bb6dd,2023-12-22T16:16:24Z,0,epic comeback,True,"['epic', 'comeback']","['epic', 'comeback']",epic comeback,positive
@masbon_15,2023-12-22T16:16:23Z,0,om imin jadi badut digoreng habis sama gibran 😂,True,"['om', 'imin', 'badut', 'digoreng', 'habis', 'gibran', '😂']","['om', 'imin', 'badut', 'digoreng', 'habis', 'gibran', '😂']",om imin badut digoreng habis gibran 😂,negative
@tasyasafira2978,2023-12-22T16:16:15Z,1,ngakak es ge i e ga tu😭,True,"['mengakak', 'es', 'ge', 'i', 'e', 'enggak', 'itu', '😭']","['mengakak', 'es', 'ge', 'i', 'e', 'enggak', 'itu', '😭']",mengakak es ge i e  itu 😭,negative
@minakaryadesatapen5086,2023-12-22T16:16:13Z,0,kemaren ada yang bilang anak ingusan masa mau debat sama profesor,True,"['kemarin', 'bilang', 'anak', 'ingusan', 'debat', 'profesor']","['kemarin', 'bilang', 'anak', 'ingusan', 'debat', 'profesor']",kemarin  anak ingusan debat profesor,negative
@JohnDoe-zw5jr,2023-12-22T16:16:11Z,0,amin ngawang 😂,True,"['amin', 'ngawang', '😂']","['amin', 'ngawang', '😂']",amin ngawang 😂,positive
@user-zg2zt8mz8h,2023-12-22T16:16:08Z,2,makanya jangan menilai dulu😂😂😂 senior pucat sama junior keren mas gibran ✌️✌️✌️,True,"['menilai', '😂', '😂', '😂', 'senior', 'pucat', 'junior', 'keren', 'mas', 'gibran', '✌', '️', '✌', '️', '✌', '️']","['menilai', '😂', '😂', '😂', 'senior', 'pucat', 'junior', 'keren', 'mas', 'gibran', '✌', '️', '✌', '️', '✌', '️']",menilai 😂 😂 😂 senior pucat junior keren mas gibran ✌ ️ ✌ ️ ✌ ️,positive
@CakraKembarStory,2023-12-22T16:16:04Z,4,gak ada yg complain teks kayak yg dlu 🤭 ayoo gibran boruto gass poll👍 mantab,True,"['enggak', 'yang', 'complain', 'teks', 'kayak', 'yang', 'dulu', '🤭', 'ayo', 'gibran', 'boruto', 'gass', 'poll', '👍', 'mantab']","['enggak', 'yang', 'complain', 'teks', 'kayak', 'yang', 'dulu', '🤭', 'ayo', 'gibran', 'boruto', 'gass', 'poll', '👍', 'mantab']",  complain teks   dulu 🤭 ayo gibran boruto gass poll 👍 mantab,positive
@AyuFitri-it3ey,2023-12-22T16:16:00Z,0,prabowo gibran yess,True,"['prabowo', 'gibran', 'yess']","['prabowo', 'gibran', 'yess']",prabowo gibran yess,neutral
@AyuFitri-it3ey,2023-12-22T16:15:45Z,1,prabowo yes,True,"['prabowo', 'yes']","['prabowo', 'yes']",prabowo yes,positive
@bayunotosegoro4832,2023-12-22T16:15:45Z,32,gibran diluar perkiraan cuacakeren banget pokoknya,True,"['gibran', 'diluar', 'perkiraan', 'cuacakeren', 'banget', 'pokoknya']","['gibran', 'diluar', 'perkiraan', 'cuacakeren', 'banget', 'pokoknya']",gibran diluar perkiraan cuacakeren  pokoknya,positive
@slolop_hr9339,2023-12-22T16:15:41Z,0,sontoloyo ini perwakilan paslon no wis tuwir ada di jatim di slepet bener,True,"['sontoloyo', 'perwakilan', 'paslon', 'no', 'wis', 'tuwir', 'jatim', 'slepet', 'benar']","['sontoloyo', 'perwakilan', 'paslon', 'no', 'wis', 'tuwir', 'jatim', 'slepet', 'benar']",sontoloyo perwakilan paslon  wis tuwir jatim slepet benar,neutral
@melfanopida7292,2023-12-22T16:15:40Z,15,smg kemenagan pak anis dpt memperjuangkan hak kami guru honorer di negeri yg sdh menagbdikan diri tahun ke atasmsh d uji lg atas ketidak lulusan akibat tdk mendapat afirmasi sertifikasi padahal nilai murni km tinggi tetapi jd kalah saing dengan yg sertifikasi dan yg mahasiswa lulusan prajabatan smg pak anis dpt merealisasikan hak suara gru honorer yg bekerja dr hati ❤💞,True,"['semoga', 'kemenagan', 'anis', 'dapat', 'memperjuangkan', 'hak', 'guru', 'honorer', 'negeri', 'yang', 'sudah', 'menagbdikan', 'atasmsh', 'd', 'uji', 'lagi', 'ketidak', 'lulusan', 'akibat', 'tidak', 'afirmasi', 'sertifikasi', 'nilai', 'murni', 'km', 'jadi', 'kalah', 'saing', 'yang', 'sertifikasi', 'yang', 'mahasiswa', 'lulusan', 'prajabatan', 'semoga', 'anis', 'dapat', 'merealisasikan', 'hak', 'suara', 'gru', 'honorer', 'yang', 'dari', 'hati', '❤', '💞']","['semoga', 'kemenagan', 'anis', 'dapat', 'memperjuangkan', 'hak', 'guru', 'honorer', 'negeri', 'yang', 'sudah', 'menagbdikan', 'atasmsh', 'd', 'uji', 'lagi', 'ketidak', 'lulusan', 'akibat', 'tidak', 'afirmasi', 'sertifikasi', 'nilai', 'murni', 'km', 'jadi', 'kalah', 'saing', 'yang', 'sertifikasi', 'yang', 'mahasiswa', 'lulusan', 'prajabatan', 'semoga', 'anis', 'dapat', 'merealisasikan', 'hak', 'suara', 'gru', 'honorer', 'yang', 'dari', 'hati', '❤', '💞']",semoga kemenagan anis dapat memperjuangkan hak guru honorer negeri   menagbdikan atasmsh d uji lagi ketidak lulusan akibat  afirmasi sertifikasi nilai murni km jadi kalah saing  sertifikasi  mahasiswa lulusan prajabatan semoga anis dapat merealisasikan hak suara gru honorer   hati ❤ 💞,neutral
@TrinariZen,2023-12-22T16:15:39Z,2,kelihatan sekali gibran menjawabnya hafalan cara debatnya kelihatan agresif dan lugas tapi banyak jawaban yang substansi kosong dan juga ada beberapa jawaban yang tidak nyambung lalu kelakuannya senga dan kelihatan merasa paling pintar mahfud juga agak mengecewakan rolenya jadi seperti fact checker mestinya bisa lebih tegas menyerang paslon lain muhaimin jawabannya hanya passing grade dan menjawabnya kelihatan masih terbatabata positifnya minimal jawabannya masih menyentuh substansi dan cukup menjawab pertanyaan intinya ketiga cawapresnya penampilannya tidak ada yang bagus,True,"['gibran', 'menjawabnya', 'hafalan', 'debatnya', 'agresif', 'lugas', 'substansi', 'kosong', 'menyambung', 'kelakuannya', 'senga', 'pintar', 'mahfud', 'mengecewakan', 'rolenya', 'fact', 'checker', 'mestinya', 'menyerang', 'paslon', 'muhaimin', 'jawabannya', 'passing', 'grade', 'menjawabnya', 'terbatabata', 'positifnya', 'minimal', 'jawabannya', 'menyentuh', 'substansi', 'intinya', 'ketiga', 'cawapresnya', 'penampilannya', 'bagus']","['gibran', 'menjawabnya', 'hafalan', 'debatnya', 'agresif', 'lugas', 'substansi', 'kosong', 'menyambung', 'kelakuannya', 'senga', 'pintar', 'mahfud', 'mengecewakan', 'rolenya', 'fact', 'checker', 'mestinya', 'menyerang', 'paslon', 'muhaimin', 'jawabannya', 'passing', 'grade', 'menjawabnya', 'terbatabata', 'positifnya', 'minimal', 'jawabannya', 'menyentuh', 'substansi', 'intinya', 'ketiga', 'cawapresnya', 'penampilannya', 'bagus']",gibran menjawabnya hafalan debatnya agresif lugas substansi kosong menyambung kelakuannya senga pintar mahfud mengecewakan rolenya fact checker mestinya menyerang paslon muhaimin jawabannya passing grade menjawabnya terbatabata positifnya minimal jawabannya menyentuh substansi intinya ketiga cawapresnya penampilannya bagus,negative
@FathorrahmanFathorrahman-tb3qy,2023-12-22T16:15:35Z,0,biasa yg kalah pasti ngeles banyak mulut terbukti skr gibran js the best,True,"['yang', 'kalah', 'ngeles', 'mulut', 'terbukti', 'sekarang', 'gibran', 'js', 'the', 'best']","['yang', 'kalah', 'ngeles', 'mulut', 'terbukti', 'sekarang', 'gibran', 'js', 'the', 'best']", kalah ngeles mulut terbukti sekarang gibran js the best,positive
@standiali1472,2023-12-22T16:15:34Z,0,mana neh yg maren bilang gibran gak bisa bunyi lha tu berimbang lawan senior,True,"['nih', 'yang', 'maren', 'bilang', 'gibran', 'enggak', 'bunyi', 'lah', 'itu', 'berimbang', 'lawan', 'senior']","['nih', 'yang', 'maren', 'bilang', 'gibran', 'enggak', 'bunyi', 'lah', 'itu', 'berimbang', 'lawan', 'senior']",  maren  gibran  bunyi lah itu berimbang lawan senior,negative
@blablewblaw6988,2023-12-22T16:15:30Z,4,saya salut sm gibran luar biasa confident tapi cukup sampai disitu sja isinya nol kalau dibndingkan sm caimin dan prof mahfud mereka bisa menjawab sesuai pertanyaan krn memahami yg gibran lakukan bukan adu gagasan tapi lebih ke manjatuhkan lawan dan yg penting jago ngomong contoh paling kontrasnya sgie dan carbon capture storage luar biasa tim debat paslon ini mreka benar brusha kerasbmelakukan segala cara yg penting bisa mndapatkan suara masyarakat yg cara berpikirnya agak kurang tapi sy yakin yg cerdas bisa membedahkan,True,"['salut', 'sama', 'gibran', 'confident', 'disitu', 'saja', 'isinya', 'nol', 'dibndingkan', 'sama', 'caimin', 'prof', 'mahfud', 'sesuai', 'karena', 'memahami', 'yang', 'gibran', 'lakukan', 'adu', 'gagasan', 'manjatuhkan', 'lawan', 'yang', 'jago', 'mengomong', 'contoh', 'kontrasnya', 'sgie', 'carbon', 'capture', 'storage', 'tim', 'debat', 'paslon', 'mereka', 'brusha', 'kerasbmelakukan', 'yang', 'mndapatkan', 'suara', 'masyarakat', 'yang', 'berpikirnya', 'saya', 'yang', 'cerdas', 'membedahkan']","['salut', 'sama', 'gibran', 'confident', 'disitu', 'saja', 'isinya', 'nol', 'dibndingkan', 'sama', 'caimin', 'prof', 'mahfud', 'sesuai', 'karena', 'memahami', 'yang', 'gibran', 'lakukan', 'adu', 'gagasan', 'manjatuhkan', 'lawan', 'yang', 'jago', 'mengomong', 'contoh', 'kontrasnya', 'sgie', 'carbon', 'capture', 'storage', 'tim', 'debat', 'paslon', 'mereka', 'brusha', 'kerasbmelakukan', 'yang', 'mndapatkan', 'suara', 'masyarakat', 'yang', 'berpikirnya', 'saya', 'yang', 'cerdas', 'membedahkan']",salut  gibran confident disitu  isinya nol dibndingkan  caimin prof mahfud sesuai karena memahami  gibran lakukan adu gagasan manjatuhkan lawan  jago mengomong contoh kontrasnya sgie carbon capture storage tim debat paslon mereka brusha kerasbmelakukan  mndapatkan suara masyarakat  berpikirnya saya  cerdas membedahkan,positive
@trijaya99,2023-12-22T16:15:24Z,0,gibran menang telak tdk disangka gibran bs menenggelamkan pk mahfud dan cak imin kesalahan capres dan cawapres nomor dan kelihatan banget ingin menang ingin menjatuhkan akhirnya rugi sendiri,True,"['gibran', 'menang', 'telak', 'tidak', 'disangka', 'gibran', 'bisa', 'menenggelamkan', 'pakai', 'mahfud', 'cak', 'imin', 'kesalahan', 'capres', 'cawapres', 'nomor', 'banget', 'menang', 'menjatuhkan', 'rugi']","['gibran', 'menang', 'telak', 'tidak', 'disangka', 'gibran', 'bisa', 'menenggelamkan', 'pakai', 'mahfud', 'cak', 'imin', 'kesalahan', 'capres', 'cawapres', 'nomor', 'banget', 'menang', 'menjatuhkan', 'rugi']",gibran menang telak  disangka gibran bisa menenggelamkan  mahfud cak imin kesalahan capres cawapres nomor  menang menjatuhkan rugi,negative
@Faris2308,2023-12-22T16:15:24Z,0,no kena slept no no di bikin malu wkwkkwk jgan pangil aku anak kecil paman 😂😂😂,True,"['no', 'kena', 'slept', 'no', 'no', 'bikin', 'malu', 'wkwkkwk', 'jangan', 'pangil', 'anak', 'paman', '😂', '😂', '😂']","['no', 'kena', 'slept', 'no', 'no', 'bikin', 'malu', 'wkwkkwk', 'jangan', 'pangil', 'anak', 'paman', '😂', '😂', '😂']", kena slept    malu wkwkkwk  pangil anak paman 😂 😂 😂,negative
@mahendraaditya5200,2023-12-22T16:15:20Z,0,debat itu solutif bukan hanya teori teori bisa dikuasi tapi saat dikondisi sesungguhnya akan berbeda dengan teori prabowogibran 🫶 no aku mendukungmu,True,"['debat', 'solutif', 'teori', 'teori', 'dikuasi', 'dikondisi', 'sesungguhnya', 'berbeda', 'teori', 'prabowogibran', '🫶', 'no', 'mendukungmu']","['debat', 'solutif', 'teori', 'teori', 'dikuasi', 'dikondisi', 'sesungguhnya', 'berbeda', 'teori', 'prabowogibran', '🫶', 'no', 'mendukungmu']",debat solutif teori teori dikuasi dikondisi sesungguhnya berbeda teori prabowogibran 🫶  mendukungmu,positive
@thomasfrengkyadi88,2023-12-22T16:15:16Z,0,melenceng dari topik tp pengen komen pak fadli kurusan bnyk kyknya ya😅,True,"['melenceng', 'topik', 'tapi', 'pengin', 'komen', 'fadli', 'kurusan', 'banyak', 'kayaknya', 'ya', '😅']","['melenceng', 'topik', 'tapi', 'pengin', 'komen', 'fadli', 'kurusan', 'banyak', 'kayaknya', 'ya', '😅']",melenceng topik  pengin komen fadli kurusan banyak kayaknya  😅,negative
@mhdarifsetiawan,2023-12-22T16:15:16Z,1,anis dan prabowo sama ganjar udah kalah,True,"['anis', 'prabowo', 'ganjar', 'sudah', 'kalah']","['anis', 'prabowo', 'ganjar', 'sudah', 'kalah']",anis prabowo ganjar  kalah,negative
@wahidinbotutihe5738,2023-12-22T16:15:16Z,11,innsya alloh no pilihan kami sekeluarga se daerah se propinsiiaminaamiin,True,"['innsya', 'allah', 'no', 'pilihan', 'sekeluarga', 'daerah', 'propinsiiaminaamiin']","['innsya', 'allah', 'no', 'pilihan', 'sekeluarga', 'daerah', 'propinsiiaminaamiin']",innsya allah  pilihan sekeluarga daerah propinsiiaminaamiin,positive
@putrasastrawan5795,2023-12-22T16:15:15Z,1,never belive the goverment,True,"['never', 'belive', 'the', 'goverment']","['never', 'belive', 'the', 'goverment']",never belive the goverment,positive
@versikami2908,2023-12-22T16:15:12Z,0,sebenarx gibran bisa dititi cuma mahfud ngga enak sama ayahx gibran apalagi mereka konco,True,"['sebenarx', 'gibran', 'dititi', 'mahfud', 'enggak', 'enak', 'ayahx', 'gibran', 'konco']","['sebenarx', 'gibran', 'dititi', 'mahfud', 'enggak', 'enak', 'ayahx', 'gibran', 'konco']",sebenarx gibran dititi mahfud  enak ayahx gibran konco,negative
@yunialmukarromahchannel2993,2023-12-22T16:15:05Z,0,ternyata mas😊 gibran hebat juga😊 ya,True,"['mas', '😊', 'gibran', 'hebat', '😊', 'ya']","['mas', '😊', 'gibran', 'hebat', '😊', 'ya']",mas 😊 gibran hebat 😊 ,positive
@80rendra,2023-12-22T16:15:02Z,0,kenapa debat cawapress malah pakai meja ya 😂 bisa lihat catatatan gitu,True,"['debat', 'cawapress', 'pakai', 'meja', 'ya', '😂', 'lihat', 'catatatan', 'begitu']","['debat', 'cawapress', 'pakai', 'meja', 'ya', '😂', 'lihat', 'catatatan', 'begitu']",debat cawapress  meja  😂  catatatan begitu,neutral
@williamkeshyall5914,2023-12-22T16:15:02Z,0,yg pilih imin perlu ditanya kewarasannya wkwkw,True,"['yang', 'pilih', 'imin', 'kewarasannya', 'wkwkw']","['yang', 'pilih', 'imin', 'kewarasannya', 'wkwkw']", pilih imin kewarasannya wkwkw,negative
@zaenacannel4132,2023-12-22T16:14:56Z,0,tapi jujur gibran jawabannya masih zonk ada beberapa yg gak nyambung sama jawabanny trus pertanyaan yg gk masuk akal masa nanya menggunakan singkatan singkatan amoun dah,True,"['jujur', 'gibran', 'jawabannya', 'zonk', 'yang', 'enggak', 'menyambung', 'jawabannya', 'terus', 'yang', 'enggak', 'masuk', 'akal', 'nanya', 'singkatan', 'singkatan', 'amoun', 'deh']","['jujur', 'gibran', 'jawabannya', 'zonk', 'yang', 'enggak', 'menyambung', 'jawabannya', 'terus', 'yang', 'enggak', 'masuk', 'akal', 'nanya', 'singkatan', 'singkatan', 'amoun', 'deh']",jujur gibran jawabannya zonk   menyambung jawabannya terus   masuk akal nanya singkatan singkatan amoun deh,negative
@pemburuhantu8989,2023-12-22T16:14:54Z,0,yg selama ini antek pembenci yg selalu menyiyir dan selalu meremehkan paslon cawapres no dan pada akhirnya paslon cawapres no yg menganggap dirinya merasa paling cerdas dan sempurna akhirnya babak belur terusan diselepettt kayak telur bosok🤣🤣🤣 bravo capres dan cawapres no✌️✌️ memang josss pilpres putaran pasti menang,True,"['yang', 'antek', 'pembenci', 'yang', 'menyiyir', 'meremehkan', 'paslon', 'cawapres', 'no', 'paslon', 'cawapres', 'no', 'yang', 'menganggap', 'cerdas', 'sempurna', 'babak', 'belur', 'terusan', 'diselepettt', 'kayak', 'telur', 'bosok', '🤣', '🤣', '🤣', 'bravo', 'capres', 'cawapres', 'no', '✌', '️', '✌', '️', 'josss', 'pilpres', 'putaran', 'menang']","['yang', 'antek', 'pembenci', 'yang', 'menyiyir', 'meremehkan', 'paslon', 'cawapres', 'no', 'paslon', 'cawapres', 'no', 'yang', 'menganggap', 'cerdas', 'sempurna', 'babak', 'belur', 'terusan', 'diselepettt', 'kayak', 'telur', 'bosok', '🤣', '🤣', '🤣', 'bravo', 'capres', 'cawapres', 'no', '✌', '️', '✌', '️', 'josss', 'pilpres', 'putaran', 'menang']", antek pembenci  menyiyir meremehkan paslon cawapres  paslon cawapres   menganggap cerdas sempurna babak belur terusan diselepettt  telur bosok 🤣 🤣 🤣 bravo capres cawapres  ✌ ️ ✌ ️ josss pilpres putaran menang,positive
@saburrachmadhidayat9112,2023-12-22T16:14:54Z,0,sdie di ulang mas kaos hitammodel plawak,True,"['sdie', 'ulang', 'mas', 'kaos', 'hitammodel', 'plawak']","['sdie', 'ulang', 'mas', 'kaos', 'hitammodel', 'plawak']",sdie ulang mas kaos hitammodel plawak,neutral
@user-yk6vq4zi6q,2023-12-22T16:14:49Z,0,no jelas mementingkan golonganbukan rakyatujung ujung nya melanjutkan hutang,True,"['no', 'mementingkan', 'golonganbukan', 'rakyatujung', 'ujung', 'nya', 'melanjutkan', 'hutang']","['no', 'mementingkan', 'golonganbukan', 'rakyatujung', 'ujung', 'nya', 'melanjutkan', 'hutang']", mementingkan golonganbukan rakyatujung ujung  melanjutkan hutang,negative
@Canda_Tawa21,2023-12-22T16:14:47Z,179,keren sih mas gibran jawabannya ulti para cawapres 😂,True,"['keren', 'sih', 'mas', 'gibran', 'jawabannya', 'ulti', 'cawapres', '😂']","['keren', 'sih', 'mas', 'gibran', 'jawabannya', 'ulti', 'cawapres', '😂']",keren  mas gibran jawabannya ulti cawapres 😂,positive
@thesikocap7217,2023-12-22T16:14:47Z,2,apapun pertanyaanya jawaban si imin adalah ada slepet 🤣,True,"['apapun', 'pertanyaanya', 'sih', 'imin', 'slepet', '🤣']","['apapun', 'pertanyaanya', 'sih', 'imin', 'slepet', '🤣']",apapun pertanyaanya  imin slepet 🤣,negative
@TheDragonmedan,2023-12-22T16:14:45Z,1,debat dipersiapkan gibran boleh lah tiba ditanya n debat spontanitas ketahuan gak punya apa😅😂,True,"['debat', 'dipersiapkan', 'gibran', 'n', 'debat', 'spontanitas', 'ketahuan', 'enggak', '😅', '😂']","['debat', 'dipersiapkan', 'gibran', 'n', 'debat', 'spontanitas', 'ketahuan', 'enggak', '😅', '😂']",debat dipersiapkan gibran n debat spontanitas ketahuan  😅 😂,neutral
@petruskarino2450,2023-12-22T16:14:43Z,1,aiimln jiplak aka😂,True,"['aiimln', 'jiplak', 'aka', '😂']","['aiimln', 'jiplak', 'aka', '😂']",aiimln jiplak aka 😂,negative
@user-zg2zt8mz8h,2023-12-22T16:14:39Z,4,santun banget pintar banget cerdas mas gibran ✌️✌️✌️,True,"['santun', 'banget', 'pintar', 'banget', 'cerdas', 'mas', 'gibran', '✌', '️', '✌', '️', '✌', '️']","['santun', 'banget', 'pintar', 'banget', 'cerdas', 'mas', 'gibran', '✌', '️', '✌', '️', '✌', '️']",santun  pintar  cerdas mas gibran ✌ ️ ✌ ️ ✌ ️,positive
@dahyothea9297,2023-12-22T16:14:36Z,0,bener kan kata bang roky pasti ini bukan debat tapi kaya diskusikarna ada beban di mreka,True,"['benar', 'bang', 'roky', 'debat', 'kayak', 'diskusikarna', 'beban', 'mereka']","['benar', 'bang', 'roky', 'debat', 'kayak', 'diskusikarna', 'beban', 'mereka']",benar bang roky debat  diskusikarna beban mereka,negative
@bisnistop1007,2023-12-22T16:14:34Z,14,saran agar dilakukan debat langsung dengan rakyat mahasiswa cendikiawan dll,True,"['saran', 'debat', 'langsung', 'rakyat', 'mahasiswa', 'cendikiawan', 'dll']","['saran', 'debat', 'langsung', 'rakyat', 'mahasiswa', 'cendikiawan', 'dll']",saran debat langsung rakyat mahasiswa cendikiawan dll,neutral
@wellemvictorkarundeng5128,2023-12-22T16:14:29Z,169,tenang saja mas gibranrakyat bersamamu😂 hidup pragib❤,True,"['tenang', 'mas', 'gibranrakyat', 'bersamamu', '😂', 'hidup', 'pragib', '❤']","['tenang', 'mas', 'gibranrakyat', 'bersamamu', '😂', 'hidup', 'pragib', '❤']",tenang mas gibranrakyat bersamamu 😂 hidup pragib ❤,positive
@riskianisa4622,2023-12-22T16:14:26Z,0,kok debatnya begitu ya cak imin dan pak mahfud semua berkiblat ma gibran,True,"['debatnya', 'ya', 'cak', 'imin', 'mahfud', 'berkiblat', 'sama', 'gibran']","['debatnya', 'ya', 'cak', 'imin', 'mahfud', 'berkiblat', 'sama', 'gibran']",debatnya  cak imin mahfud berkiblat  gibran,negative
@akhmadjafar7053,2023-12-22T16:14:24Z,1,pak mahfud dan cak imin kurang semangat dan kurang gairahngga enak sama pak jokowitapi gibran begitu bernafsu untuk nyerang beliau berduabesok pak jokowi akan nyalami pak mahfud untuk ngucapin terima kasihuntuk debat kedua jangan begitu pak mahfudini nama baik panjenengan lho,True,"['mahfud', 'cak', 'imin', 'semangat', 'gairahngga', 'enak', 'jokowitapi', 'gibran', 'bernafsu', 'menyerang', 'beliau', 'berduabesok', 'jokowi', 'nyalami', 'mahfud', 'mengucapkan', 'terima', 'kasihuntuk', 'debat', 'mahfudini', 'nama', 'panjenengan', 'lho']","['mahfud', 'cak', 'imin', 'semangat', 'gairahngga', 'enak', 'jokowitapi', 'gibran', 'bernafsu', 'menyerang', 'beliau', 'berduabesok', 'jokowi', 'nyalami', 'mahfud', 'mengucapkan', 'terima', 'kasihuntuk', 'debat', 'mahfudini', 'nama', 'panjenengan', 'lho']",mahfud cak imin semangat gairahngga enak jokowitapi gibran bernafsu menyerang beliau berduabesok jokowi nyalami mahfud mengucapkan terima kasihuntuk debat mahfudini nama panjenengan lho,negative
@kangbedae7650,2023-12-22T16:14:23Z,1,jujur kali ini mas gibran bner mvp,True,"['jujur', 'kali', 'mas', 'gibran', 'benar', 'mvp']","['jujur', 'kali', 'mas', 'gibran', 'benar', 'mvp']",jujur kali mas gibran benar mvp,positive
@satset3900,2023-12-22T16:14:23Z,0,remuk ini negara pasti kalo prabowo gibran menang pajak makin melambung pasti hutang jg makin tinggi😂,True,"['remuk', 'negara', 'kalo', 'prabowo', 'gibran', 'menang', 'pajak', 'melambung', 'hutang', 'juga', '😂']","['remuk', 'negara', 'kalo', 'prabowo', 'gibran', 'menang', 'pajak', 'melambung', 'hutang', 'juga', '😂']",remuk negara  prabowo gibran menang pajak melambung hutang juga 😂,negative
@hendrairawan1240,2023-12-22T16:14:19Z,0,mas gibran memang terbaik,True,"['mas', 'gibran', 'terbaik']","['mas', 'gibran', 'terbaik']",mas gibran terbaik,positive
@ismaniismani8927,2023-12-22T16:14:16Z,1,aku kurang percaya dg janji yg terlalu muluklidah tdk bertulang gama cocok utk nkri maju satset,True,"['percaya', 'dengan', 'janji', 'yang', 'muluklidah', 'tidak', 'bertulang', 'gama', 'cocok', 'untuk', 'nkri', 'maju', 'satset']","['percaya', 'dengan', 'janji', 'yang', 'muluklidah', 'tidak', 'bertulang', 'gama', 'cocok', 'untuk', 'nkri', 'maju', 'satset']",percaya  janji  muluklidah  bertulang gama cocok untuk nkri maju satset,positive
@liustevenstevlin,2023-12-22T16:14:14Z,390,denger cara ngomongnya sudah jelas mana yg serius urus negaramemank jaman skr anak muda yang bisa dpercaya untuk pemimpin negarahidup gibran❤,True,"['dengar', 'mengomongnya', 'yang', 'serius', 'urus', 'negaramemank', 'jaman', 'sekarang', 'anak', 'muda', 'dpercaya', 'pemimpin', 'negarahidup', 'gibran', '❤']","['dengar', 'mengomongnya', 'yang', 'serius', 'urus', 'negaramemank', 'jaman', 'sekarang', 'anak', 'muda', 'dpercaya', 'pemimpin', 'negarahidup', 'gibran', '❤']",dengar mengomongnya  serius urus negaramemank jaman sekarang anak muda dpercaya pemimpin negarahidup gibran ❤,positive
@haziqkiranakirana4370,2023-12-22T16:14:14Z,7,yang jadi pertanyaan saya sebenarnya mereka apa tidak berpengaruh selama ini di pemerintahan kenapa harus narasi kenapa selama ini tidak dilakukan kenapa harus janji sebenarnya mereka iklhas apa engak memajukan negara ini atau memang terlalu banyak kepentingan,True,"['berpengaruh', 'pemerintahan', 'narasi', 'janji', 'iklhas', 'engak', 'memajukan', 'negara', 'kepentingan']","['berpengaruh', 'pemerintahan', 'narasi', 'janji', 'iklhas', 'engak', 'memajukan', 'negara', 'kepentingan']",berpengaruh pemerintahan narasi janji iklhas engak memajukan negara kepentingan,negative
@user-nk8zs4zk6l,2023-12-22T16:14:06Z,57,mana yang bilang gibran tak bisa debat tuh lihat orang yang katanya takut debat malah bikin dua senior hebat tak bisa berkata gibran koh mau di senggol oh nyam nyam👍👍,True,"['bilang', 'gibran', 'debat', 'tuh', 'lihat', 'orang', 'takut', 'debat', 'bikin', 'senior', 'hebat', 'gibran', 'koh', 'senggol', 'oh', 'nyam', 'nyam', '👍', '👍']","['bilang', 'gibran', 'debat', 'tuh', 'lihat', 'orang', 'takut', 'debat', 'bikin', 'senior', 'hebat', 'gibran', 'koh', 'senggol', 'oh', 'nyam', 'nyam', '👍', '👍']", gibran debat tuh   takut debat  senior hebat gibran koh senggol oh nyam nyam 👍 👍,negative
@YosiYunita-dc1er,2023-12-22T16:14:05Z,0,menurut saya gibran bahasnaya terlalu modern maaf dgn penonton yg berbagai kalangan saya rasa byk yg gak paham lupa kalo debat ini untuk semua kalangan rakayt menengah kebawah sulit di pahami dan menurut saya pak mahfud bahanya mudah di pahami dr segala kalangan lugas tegas dan memaparkan sesuai pengalaman dan kinerja selama ini kalo cak imin standar sih 😅,True,"['gibran', 'bahasnaya', 'modern', 'maaf', 'dengan', 'penonton', 'yang', 'kalangan', 'banyak', 'yang', 'enggak', 'paham', 'lupa', 'kalo', 'debat', 'kalangan', 'rakayt', 'menengah', 'kebawah', 'sulit', 'pahami', 'mahfud', 'bahanya', 'mudah', 'pahami', 'dari', 'kalangan', 'lugas', 'memaparkan', 'sesuai', 'pengalaman', 'kinerja', 'kalo', 'cak', 'imin', 'standar', 'sih', '😅']","['gibran', 'bahasnaya', 'modern', 'maaf', 'dengan', 'penonton', 'yang', 'kalangan', 'banyak', 'yang', 'enggak', 'paham', 'lupa', 'kalo', 'debat', 'kalangan', 'rakayt', 'menengah', 'kebawah', 'sulit', 'pahami', 'mahfud', 'bahanya', 'mudah', 'pahami', 'dari', 'kalangan', 'lugas', 'memaparkan', 'sesuai', 'pengalaman', 'kinerja', 'kalo', 'cak', 'imin', 'standar', 'sih', '😅']",gibran bahasnaya modern maaf  penonton  kalangan banyak   paham lupa  debat kalangan rakayt menengah kebawah sulit pahami mahfud bahanya mudah pahami  kalangan lugas memaparkan sesuai pengalaman kinerja  cak imin standar  😅,positive
